fifa_version,age,mentality_interceptions,defending,defending_standing_tackle,defending_sliding_tackle,attacking_heading_accuracy,skill_dribbling,attacker_position,skill_ball_control,midfielder_position,attacking_finishing,attacking_volleys,attacking_short_passing,mentality_positioning,shooting,big_potential
18.0,33,39,31.0,26,22,61,65,1,66,1,64,63,63,71,65.0,0
17.0,25,66,67.0,73,72,55,74,0,75,1,60,72,74,74,67.0,0
18.0,26,66,67.0,73,72,55,74,0,75,1,60,72,74,74,67.0,0
19.0,27,64,66.0,70,69,55,70,0,70,1,60,72,70,67,66.0,0
17.0,29,29,29.0,29,22,49,74,1,74,1,63,53,61,67,65.0,0
17.0,30,71,76.0,79,79,63,79,0,81,1,50,47,81,76,57.0,0
18.0,31,71,76.0,80,79,63,76,0,80,1,56,50,79,77,63.0,0
19.0,32,73,72.0,77,73,63,73,0,77,1,56,50,77,72,63.0,0
20.0,33,77,74.0,77,73,64,73,0,76,1,56,50,76,73,62.0,0
21.0,34,77,74.0,74,73,66,73,0,76,0,56,50,76,73,62.0,0
17.0,31,53,41.0,42,31,63,87,1,83,0,81,75,84,82,79.0,0
17.0,29,69,63.0,68,64,52,58,0,62,1,32,48,67,60,41.0,0
18.0,30,69,63.0,68,64,52,58,0,62,1,32,48,67,60,41.0,0
19.0,31,67,64.0,66,64,52,58,0,62,1,32,48,67,60,41.0,0
20.0,32,67,64.0,66,64,52,58,0,62,1,32,48,67,60,41.0,0
17.0,33,73,64.0,72,61,56,58,0,71,1,56,34,71,51,60.0,0
17.0,26,68,70.0,70,63,71,36,0,50,0,35,36,53,22,36.0,0
17.0,30,76,74.0,75,79,58,65,0,74,0,43,36,68,48,45.0,0
17.0,33,75,69.0,73,59,59,49,0,74,1,29,31,72,69,48.0,0
18.0,34,75,69.0,73,59,59,49,0,74,1,29,31,72,69,48.0,0
19.0,35,75,70.0,73,59,59,49,0,74,1,29,31,74,69,48.0,0
17.0,31,79,71.0,83,74,55,62,0,75,1,59,53,81,68,63.0,0
18.0,32,79,70.0,79,74,55,60,0,73,1,59,53,77,68,63.0,0
19.0,33,78,73.0,77,75,58,62,0,70,1,61,53,75,69,65.0,0
20.0,34,78,72.0,77,71,58,62,0,70,1,61,53,73,69,65.0,0
21.0,35,78,72.0,77,71,58,65,0,72,1,73,53,73,69,71.0,0
17.0,30,32,39.0,34,32,82,72,1,79,0,80,81,75,79,80.0,0
18.0,31,32,39.0,34,32,83,71,1,75,0,80,80,73,79,80.0,0
19.0,32,28,36.0,31,30,83,71,1,72,0,78,78,72,77,79.0,0
21.0,34,28,36.0,31,30,82,70,1,71,0,77,77,71,76,78.0,0
17.0,32,83,77.0,82,80,60,62,0,74,1,54,53,77,58,60.0,0
18.0,33,83,78.0,83,81,60,62,0,74,1,54,53,79,58,60.0,0
17.0,31,53,44.0,46,36,42,69,0,75,1,65,70,74,63,71.0,0
17.0,30,33,28.0,20,26,47,83,0,81,1,66,79,77,74,70.0,1
18.0,31,33,28.0,20,26,47,81,0,79,1,58,75,76,74,65.0,1
19.0,32,69,61.0,58,59,55,80,1,80,1,62,75,75,75,67.0,1
20.0,33,75,69.0,68,69,58,83,0,82,1,66,75,78,81,69.0,1
21.0,34,83,80.0,78,80,75,84,0,83,1,66,75,81,81,69.0,0
17.0,31,55,57.0,62,48,58,86,0,87,1,77,72,86,82,78.0,0
18.0,32,65,61.0,64,52,58,85,0,87,1,75,72,86,79,76.0,0
17.0,31,81,77.0,82,71,72,53,0,65,0,54,59,67,49,61.0,0
17.0,31,41,42.0,41,38,78,74,1,80,0,79,82,78,83,79.0,0
18.0,32,41,42.0,41,38,78,71,1,79,0,78,81,78,83,77.0,0
19.0,33,41,44.0,41,38,78,74,1,79,0,78,81,78,82,77.0,0
20.0,34,41,43.0,41,38,77,72,1,76,0,79,81,78,79,77.0,0
17.0,23,65,58.0,71,57,55,63,0,68,1,49,39,71,57,57.0,1
18.0,24,70,69.0,73,67,55,64,0,70,1,49,40,71,49,57.0,1
19.0,25,71,66.0,74,70,55,64,0,74,1,56,40,74,52,60.0,0
20.0,26,72,70.0,74,70,70,64,0,76,1,56,40,75,58,61.0,0
21.0,27,78,74.0,79,72,70,68,0,76,1,60,40,78,62,63.0,1
17.0,33,74,76.0,75,77,65,66,0,75,0,38,46,76,55,50.0,0
18.0,34,73,75.0,74,76,67,64,0,73,0,38,46,75,57,50.0,1
19.0,35,74,75.0,73,72,72,61,0,63,0,38,46,75,59,50.0,1
20.0,36,78,77.0,77,74,74,67,0,68,0,41,48,76,59,53.0,0
18.0,33,76,70.0,66,67,72,32,0,53,0,22,43,54,48,28.0,0
17.0,33,45,42.0,42,40,55,81,1,78,1,71,68,68,79,73.0,0
18.0,34,45,42.0,42,40,55,82,1,80,1,72,68,69,80,73.0,0
20.0,34,67,67.0,68,68,67,59,0,55,0,35,49,64,38,42.0,0
17.0,30,75,74.0,77,74,69,71,0,71,1,50,61,74,68,59.0,0
20.0,33,69,68.0,68,66,69,60,0,64,1,50,59,69,59,58.0,0
17.0,31,42,40.0,43,39,36,72,0,68,1,61,65,69,67,64.0,0
17.0,34,75,72.0,71,70,64,59,0,68,0,39,29,71,39,53.0,0
17.0,32,71,69.0,68,67,66,61,0,67,0,45,58,70,58,59.0,0
18.0,33,71,68.0,68,67,66,61,0,67,0,45,58,70,58,59.0,0
19.0,34,69,66.0,68,67,65,61,0,67,0,45,58,70,58,59.0,0
20.0,35,69,66.0,68,67,65,61,0,67,0,58,58,70,60,65.0,0
21.0,36,66,65.0,65,65,63,62,0,68,0,58,58,70,60,64.0,0
17.0,34,51,60.0,61,63,79,51,1,58,0,53,67,62,57,57.0,0
17.0,30,74,63.0,68,64,45,53,0,68,1,35,44,68,47,47.0,0
17.0,32,27,32.0,33,23,83,69,1,75,0,85,86,73,84,82.0,0
18.0,33,27,31.0,33,23,78,67,1,75,0,80,81,73,80,77.0,0
17.0,32,81,78.0,78,81,63,72,0,71,0,42,33,75,51,51.0,0
17.0,32,75,73.0,75,77,64,73,1,69,1,33,53,73,67,50.0,0
17.0,34,67,70.0,75,75,74,70,0,77,0,67,79,74,74,69.0,0
18.0,35,67,70.0,75,75,74,70,0,77,0,67,79,74,74,69.0,0
17.0,31,79,74.0,77,74,61,58,0,74,1,45,60,78,53,56.0,0
18.0,32,79,74.0,77,74,61,58,0,74,1,45,60,78,53,56.0,0
19.0,33,79,76.0,76,74,61,58,0,72,1,45,60,74,53,56.0,0
17.0,34,59,61.0,63,61,59,19,0,43,0,22,29,47,26,27.0,0
18.0,35,59,61.0,63,61,59,19,0,43,0,22,29,47,26,27.0,0
17.0,32,64,61.0,63,57,63,38,0,45,0,35,26,52,30,34.0,0
17.0,34,35,45.0,54,45,43,75,0,80,1,66,62,80,74,68.0,0
18.0,35,35,40.0,54,36,43,82,0,82,1,67,62,78,74,69.0,0
17.0,33,43,32.0,24,22,81,64,1,72,0,73,65,61,74,73.0,0
18.0,34,43,32.0,24,22,81,64,1,68,0,73,65,59,74,73.0,0
17.0,31,76,74.0,73,75,77,56,0,59,0,45,46,70,37,53.0,0
18.0,32,68,69.0,70,68,72,56,0,59,0,45,46,67,37,53.0,0
19.0,33,65,65.0,68,63,71,54,0,58,0,45,46,65,37,52.0,0
17.0,32,71,71.0,73,70,68,62,0,68,1,52,54,71,62,57.0,0
17.0,30,20,28.0,24,20,83,74,1,75,0,86,78,69,87,83.0,0
17.0,31,36,39.0,39,39,65,78,1,79,1,85,91,77,83,86.0,0
18.0,32,36,39.0,39,39,65,78,1,78,1,82,89,77,79,84.0,0
19.0,33,36,46.0,39,39,66,78,1,78,1,77,88,76,75,81.0,0
20.0,34,36,46.0,39,39,66,77,1,78,1,75,84,75,70,79.0,0
21.0,35,36,41.0,35,30,66,76,1,75,1,74,84,80,77,79.0,0
17.0,32,75,77.0,77,79,71,70,0,77,0,61,70,79,74,66.0,0
17.0,31,24,23.0,17,15,77,53,1,66,0,83,78,57,86,78.0,0
18.0,32,24,23.0,17,15,76,53,1,65,0,82,78,63,86,77.0,0
17.0,32,68,62.0,64,61,69,57,0,67,1,42,54,67,51,53.0,0
18.0,33,65,62.0,64,63,68,47,0,62,1,40,52,66,50,50.0,0
19.0,34,65,60.0,61,63,67,47,0,62,1,40,52,66,48,50.0,0
17.0,30,72,74.0,75,71,74,48,0,44,0,42,36,60,29,43.0,0
18.0,31,71,64.0,66,65,59,48,1,44,0,42,36,53,29,43.0,0
19.0,32,65,62.0,63,63,59,48,0,44,0,40,36,53,29,42.0,0
17.0,35,49,43.0,45,42,55,68,0,72,1,61,52,65,59,62.0,0
18.0,36,49,43.0,45,42,55,68,0,72,1,61,52,65,59,62.0,0
17.0,33,67,65.0,66,67,41,67,0,66,0,40,55,61,49,52.0,0
17.0,31,67,67.0,71,67,53,76,0,77,1,58,64,80,68,61.0,0
18.0,32,67,67.0,71,67,53,76,0,77,1,58,64,81,68,61.0,0
19.0,33,67,63.0,66,67,53,74,0,75,1,58,64,79,66,61.0,0
20.0,34,67,63.0,66,67,53,74,0,75,1,58,64,79,66,61.0,0
21.0,35,67,63.0,66,67,53,72,0,74,1,58,64,74,66,61.0,0
17.0,31,58,61.0,66,64,55,60,0,61,1,60,66,64,62,62.0,0
17.0,30,51,43.0,43,33,52,68,0,71,1,67,65,65,69,68.0,0
18.0,31,51,43.0,43,33,52,67,1,70,1,66,62,65,68,66.0,0
17.0,30,65,66.0,66,60,63,59,0,65,1,38,43,70,40,48.0,0
18.0,31,68,69.0,69,69,73,58,0,64,1,38,43,69,40,48.0,0
19.0,32,66,67.0,67,67,72,55,0,60,0,38,43,67,40,46.0,0
17.0,28,43,34.0,17,15,65,63,0,62,1,63,56,56,63,61.0,0
18.0,29,51,54.0,56,54,64,62,0,64,1,59,55,62,60,62.0,0
19.0,30,53,53.0,56,55,64,61,0,60,1,58,55,59,58,61.0,0
17.0,33,60,54.0,47,49,42,61,0,55,1,59,59,59,68,60.0,0
18.0,34,58,52.0,47,50,42,58,1,55,0,59,57,62,66,56.0,0
17.0,30,62,63.0,64,62,61,37,0,41,0,26,15,54,24,24.0,0
17.0,29,64,61.0,62,59,64,48,0,54,0,22,42,52,33,35.0,0
18.0,30,64,61.0,61,59,64,51,0,54,0,21,42,52,33,35.0,0
17.0,29,68,66.0,72,66,76,67,0,73,1,70,68,70,72,76.0,0
18.0,30,73,68.0,70,67,76,66,0,70,1,70,68,67,71,75.0,0
19.0,31,71,70.0,70,67,74,66,0,70,1,70,71,67,71,75.0,0
20.0,32,71,69.0,69,66,72,66,0,67,1,68,71,65,70,73.0,0
17.0,30,77,79.0,81,85,70,71,0,76,0,34,59,64,66,43.0,0
18.0,31,76,75.0,78,76,70,71,0,76,0,34,59,66,66,43.0,0
19.0,32,75,75.0,77,75,68,73,0,76,0,34,59,70,68,43.0,0
17.0,30,78,73.0,76,70,65,69,0,70,1,64,68,76,66,71.0,0
18.0,31,77,71.0,73,69,63,59,0,63,1,59,66,72,60,67.0,0
19.0,32,73,70.0,71,68,62,58,0,63,1,56,62,70,54,64.0,0
17.0,31,65,64.0,66,65,57,61,0,61,0,45,57,60,61,52.0,0
17.0,31,64,63.0,65,61,63,68,0,69,1,60,66,69,69,63.0,0
17.0,30,68,67.0,67,64,68,40,0,62,0,32,31,62,44,44.0,0
18.0,31,64,65.0,66,64,65,40,0,62,0,32,31,62,44,44.0,0
17.0,29,88,86.0,87,84,82,59,0,76,0,64,57,83,58,61.0,0
18.0,30,88,86.0,87,86,83,59,0,78,0,64,57,81,58,61.0,0
19.0,31,88,87.0,86,84,83,59,0,78,0,64,57,81,58,61.0,0
20.0,32,89,88.0,88,87,85,63,0,82,0,65,57,83,64,61.0,0
17.0,29,42,38.0,37,37,28,84,0,81,1,69,68,76,71,65.0,0
18.0,30,42,38.0,37,37,28,82,0,80,1,65,68,76,71,64.0,0
19.0,31,52,49.0,50,43,28,82,0,79,1,65,68,76,73,64.0,0
17.0,31,29,27.0,22,19,78,71,1,72,0,76,74,69,75,75.0,0
17.0,32,49,67.0,74,68,70,42,0,56,0,37,31,41,25,49.0,0
17.0,29,76,71.0,75,76,62,74,0,77,1,61,69,81,64,67.0,0
18.0,30,73,70.0,74,75,62,74,0,76,1,60,68,79,64,66.0,0
19.0,31,73,72.0,74,76,62,74,0,76,1,60,68,77,64,66.0,0
17.0,30,60,52.0,54,61,51,81,0,80,1,69,75,74,70,72.0,0
18.0,31,67,65.0,68,63,54,78,0,79,1,65,73,77,68,69.0,0
19.0,32,78,74.0,76,74,57,77,1,79,0,64,71,79,67,68.0,0
20.0,33,77,73.0,76,74,60,74,0,77,0,64,69,76,67,66.0,0
21.0,34,77,74.0,75,73,62,78,0,77,1,65,74,75,71,67.0,0
17.0,35,26,31.0,24,29,81,58,1,65,0,83,70,58,86,78.0,1
18.0,36,33,33.0,24,29,84,66,1,84,0,84,80,71,84,80.0,0
19.0,37,33,40.0,24,29,84,66,1,84,0,84,80,71,84,80.0,0
20.0,38,33,36.0,21,25,79,65,1,75,0,81,77,69,83,79.0,0
21.0,39,33,37.0,21,25,77,67,1,75,0,81,77,69,83,79.0,0
17.0,32,60,49.0,48,46,57,75,0,79,1,66,61,77,68,69.0,0
18.0,33,60,49.0,48,46,57,75,0,79,1,66,61,77,68,69.0,0
19.0,34,60,47.0,48,46,57,77,0,80,1,70,61,79,68,71.0,0
17.0,31,75,70.0,73,71,61,68,0,75,1,53,69,75,69,65.0,0
18.0,32,75,70.0,73,71,61,68,0,75,1,53,69,75,69,65.0,0
17.0,30,71,67.0,67,69,54,51,0,57,0,41,50,58,51,45.0,0
18.0,31,72,67.0,67,70,53,51,0,60,0,41,49,61,51,45.0,0
17.0,32,70,68.0,66,69,64,70,0,68,1,64,66,74,59,65.0,0
17.0,32,75,78.0,79,71,87,31,0,59,0,49,55,60,46,53.0,0
18.0,33,71,76.0,78,68,84,31,0,62,0,52,55,58,46,55.0,0
17.0,29,81,72.0,77,74,56,77,0,80,1,46,40,79,60,48.0,0
18.0,30,81,72.0,77,74,52,77,0,80,1,46,40,79,60,48.0,0
19.0,31,81,72.0,77,74,52,75,0,79,1,46,40,75,55,48.0,0
20.0,32,80,71.0,74,72,52,75,0,79,1,43,40,75,55,46.0,0
21.0,33,80,73.0,75,74,52,74,0,75,1,42,40,75,54,46.0,0
18.0,33,31,33.0,28,33,79,71,1,78,0,78,68,68,82,75.0,0
19.0,34,33,37.0,32,34,80,68,1,81,0,80,71,73,83,76.0,0
17.0,34,39,38.0,33,30,76,83,1,85,0,80,78,74,85,75.0,0
18.0,35,39,38.0,33,30,75,82,1,84,0,80,76,74,84,74.0,0
17.0,25,44,47.0,48,61,44,69,0,73,1,67,75,78,69,68.0,0
18.0,26,44,47.0,48,61,44,69,0,71,1,67,75,76,66,68.0,0
19.0,27,44,47.0,48,61,44,69,1,71,1,67,75,76,67,68.0,0
20.0,28,44,47.0,48,61,44,72,0,74,1,69,75,79,71,69.0,0
21.0,29,44,44.0,42,58,41,73,0,75,1,69,75,79,74,70.0,0
17.0,31,69,75.0,76,71,77,39,0,59,0,38,23,73,40,39.0,0
18.0,32,68,72.0,73,70,75,39,0,58,0,38,23,73,40,39.0,0
19.0,33,68,69.0,70,69,73,39,0,58,0,38,23,67,37,39.0,1
20.0,34,70,72.0,72,71,75,35,0,58,0,38,23,67,37,39.0,1
21.0,35,70,72.0,71,71,75,35,0,58,0,38,23,65,37,39.0,1
17.0,32,58,45.0,49,38,42,71,0,73,1,65,64,71,64,66.0,0
18.0,33,58,45.0,49,38,42,71,0,73,1,65,64,71,64,66.0,0
17.0,35,67,68.0,73,71,53,75,0,63,0,52,48,52,53,60.0,0
18.0,36,67,70.0,73,71,53,76,0,69,0,52,48,52,53,60.0,0
19.0,37,67,69.0,73,71,53,76,1,69,0,52,48,52,53,60.0,0
17.0,28,24,23.0,20,12,68,89,1,89,0,90,85,79,91,88.0,0
18.0,29,24,23.0,20,12,68,89,1,89,0,90,85,79,91,88.0,0
19.0,30,24,28.0,20,12,74,89,1,89,0,93,85,81,92,89.0,0
17.0,29,38,33.0,34,30,56,86,1,87,0,78,78,72,78,79.0,0
18.0,30,38,33.0,34,30,56,86,1,87,1,78,78,72,77,79.0,0
19.0,31,38,43.0,34,30,56,86,1,84,1,78,75,73,77,78.0,0
17.0,30,51,40.0,41,23,81,75,1,77,0,84,82,73,83,83.0,0
18.0,31,51,39.0,41,23,78,75,1,73,0,86,80,72,81,83.0,0
19.0,32,51,43.0,41,23,78,73,1,73,0,83,78,70,80,82.0,0
17.0,38,82,80.0,80,80,79,65,0,74,0,45,51,75,50,51.0,0
18.0,39,80,79.0,79,77,79,65,0,73,0,45,51,75,50,51.0,0
17.0,33,82,79.0,80,77,76,73,0,75,0,56,43,70,65,59.0,0
17.0,34,41,37.0,32,19,82,56,1,72,0,75,74,61,82,75.0,1
18.0,35,41,37.0,32,19,82,56,1,72,0,77,74,61,82,76.0,1
19.0,36,41,41.0,32,19,82,68,1,77,0,79,79,75,82,79.0,0
20.0,37,41,41.0,32,19,82,73,1,81,0,85,82,80,85,83.0,0
17.0,32,62,59.0,66,62,51,57,0,62,0,33,41,62,44,41.0,0
20.0,34,59,58.0,53,51,58,55,0,59,1,58,59,70,70,63.0,0
17.0,32,75,71.0,73,80,57,80,0,79,1,63,67,77,77,69.0,0
18.0,33,75,72.0,76,80,57,78,0,77,1,63,67,77,75,69.0,0
19.0,34,75,75.0,76,79,57,78,0,77,1,64,67,77,75,69.0,0
17.0,32,48,36.0,33,25,60,59,1,61,0,56,61,55,67,59.0,0
17.0,29,73,73.0,73,70,74,39,0,52,0,49,61,61,38,55.0,0
18.0,31,56,55.0,54,47,64,71,0,68,1,56,63,64,66,64.0,0
19.0,32,56,58.0,57,54,64,70,0,68,0,56,63,64,66,63.0,0
20.0,33,56,58.0,57,54,64,70,0,68,0,56,63,64,66,63.0,0
17.0,30,46,61.0,64,64,74,46,0,62,0,33,46,56,47,38.0,0
18.0,31,46,60.0,63,63,74,46,0,62,0,33,46,56,47,38.0,0
19.0,32,63,63.0,66,66,74,46,0,62,0,33,46,56,47,38.0,0
20.0,33,63,67.0,68,66,72,46,0,62,0,33,46,56,47,38.0,0
17.0,27,56,51.0,52,43,71,75,0,73,1,62,66,73,70,63.0,0
18.0,28,56,50.0,52,43,58,71,0,72,1,61,66,73,70,63.0,0
20.0,30,54,53.0,53,41,58,76,0,74,1,62,66,73,70,64.0,0
21.0,31,54,53.0,53,41,58,78,0,73,1,63,66,72,74,64.0,0
17.0,27,71,73.0,74,72,75,51,0,56,0,47,36,68,59,50.0,0
18.0,28,71,73.0,74,72,75,51,0,63,0,47,43,68,59,51.0,0
19.0,29,71,72.0,73,71,74,51,0,63,0,47,43,68,59,51.0,0
20.0,30,71,72.0,73,71,74,51,0,63,0,47,43,68,59,51.0,0
21.0,31,70,71.0,71,69,72,51,0,62,0,46,42,68,58,50.0,0
17.0,28,67,71.0,73,75,75,45,0,57,0,33,30,63,42,39.0,0
18.0,29,67,67.0,67,68,68,45,0,57,0,33,30,63,42,39.0,0
19.0,30,67,68.0,68,67,68,45,0,57,0,33,30,63,42,39.0,0
20.0,31,67,68.0,68,67,68,38,0,57,0,33,30,63,28,38.0,0
18.0,32,27,31.0,21,22,65,56,1,59,0,58,65,52,68,64.0,0
17.0,31,47,34.0,27,29,71,69,0,63,1,57,66,65,54,61.0,0
17.0,33,61,60.0,64,56,52,64,0,61,1,48,45,64,41,52.0,0
18.0,34,63,59.0,62,52,47,64,0,63,1,48,45,63,41,52.0,0
17.0,31,67,68.0,68,65,77,55,0,47,0,58,56,53,61,57.0,0
18.0,32,67,68.0,67,65,76,55,0,47,0,58,56,53,61,57.0,0
17.0,32,73,69.0,71,63,70,58,0,61,1,57,54,68,65,58.0,0
18.0,33,71,69.0,70,65,69,58,0,61,1,55,53,69,65,57.0,0
17.0,30,74,70.0,70,68,75,47,0,64,1,57,44,67,64,60.0,0
17.0,30,88,87.0,89,90,86,61,0,83,0,60,66,76,52,63.0,1
18.0,31,88,88.0,89,91,91,61,0,84,0,60,66,78,52,63.0,1
19.0,32,90,91.0,92,91,91,61,0,84,0,60,66,78,52,63.0,1
20.0,33,88,87.0,87,90,92,65,0,83,0,63,69,80,67,68.0,0
21.0,34,88,88.0,88,90,92,65,0,83,0,65,69,82,73,70.0,0
17.0,30,51,42.0,41,29,60,84,0,79,1,66,70,72,66,68.0,0
18.0,31,51,42.0,41,29,60,82,0,81,1,66,70,73,70,71.0,0
19.0,32,51,44.0,41,29,60,78,0,77,1,65,72,72,69,71.0,0
20.0,33,51,44.0,41,29,60,78,0,77,1,65,72,72,69,71.0,0
17.0,28,75,73.0,73,72,68,79,0,79,1,62,71,82,72,69.0,0
18.0,29,71,71.0,73,71,64,76,0,79,1,61,71,82,66,68.0,0
19.0,30,70,69.0,71,70,64,74,0,78,1,60,71,81,66,68.0,0
20.0,31,70,69.0,71,70,63,72,0,76,1,57,69,79,61,62.0,0
21.0,32,70,69.0,71,70,63,72,0,76,1,57,69,79,61,62.0,0
17.0,28,46,43.0,56,41,44,79,0,79,1,72,65,75,74,74.0,0
18.0,29,46,43.0,56,41,44,77,0,76,1,70,65,77,76,74.0,0
19.0,30,46,47.0,56,41,44,76,0,80,1,71,65,74,76,74.0,0
20.0,31,46,47.0,56,41,44,76,0,81,1,71,65,74,77,74.0,0
17.0,30,60,60.0,61,57,69,72,0,76,1,74,75,81,77,78.0,0
18.0,31,54,58.0,61,57,66,64,0,74,1,67,75,77,77,75.0,0
17.0,30,79,75.0,82,71,67,58,0,63,1,70,47,77,59,65.0,0
17.0,29,67,66.0,66,65,68,52,0,65,0,38,27,67,45,42.0,0
17.0,32,74,74.0,77,72,66,66,0,69,1,60,53,71,67,67.0,0
18.0,33,68,69.0,71,65,71,66,0,66,1,60,53,62,67,67.0,0
19.0,34,66,68.0,69,64,69,66,0,66,1,60,53,62,67,67.0,0
20.0,35,66,68.0,69,64,69,66,0,66,1,60,53,62,67,67.0,0
21.0,36,66,68.0,69,64,69,66,0,66,1,60,53,62,67,67.0,0
17.0,29,63,65.0,67,66,66,54,0,50,0,46,61,54,52,51.0,0
20.0,32,69,66.0,69,67,66,54,0,50,0,46,56,58,52,51.0,0
17.0,31,64,63.0,65,64,60,42,0,46,0,37,22,57,19,40.0,0
17.0,34,17,35.0,40,24,68,59,1,69,0,64,59,56,68,60.0,0
18.0,35,17,35.0,40,24,71,52,1,69,0,64,59,56,68,61.0,0
19.0,36,17,33.0,40,24,71,52,1,69,0,66,59,59,71,64.0,0
17.0,32,34,48.0,52,35,81,67,1,71,0,76,70,74,77,74.0,1
18.0,33,34,48.0,53,35,81,70,1,71,0,82,75,75,81,77.0,0
19.0,34,34,44.0,53,35,83,68,1,72,0,82,75,75,82,78.0,0
17.0,30,66,68.0,69,65,71,37,0,55,0,29,26,42,40,30.0,0
18.0,31,63,65.0,65,62,70,37,0,55,0,29,26,42,40,30.0,0
19.0,32,64,66.0,67,65,70,37,0,55,0,35,26,53,40,35.0,0
20.0,33,65,67.0,66,64,70,37,0,55,0,35,26,53,40,35.0,0
21.0,34,65,66.0,66,65,68,37,0,53,0,35,26,53,40,35.0,0
17.0,34,65,69.0,73,69,61,67,0,73,1,66,72,73,45,70.0,0
18.0,35,63,67.0,69,67,62,67,0,72,1,67,70,73,48,69.0,0
19.0,36,63,63.0,63,61,62,60,0,72,1,67,69,73,47,67.0,0
17.0,26,82,75.0,78,67,60,75,0,76,1,66,60,76,81,72.0,0
18.0,27,79,73.0,76,67,59,75,0,76,1,64,59,75,76,70.0,1
19.0,28,81,78.0,80,67,59,76,0,78,1,68,59,78,81,73.0,0
20.0,29,82,78.0,82,67,61,76,0,78,1,72,59,80,82,75.0,0
21.0,30,82,78.0,82,67,61,76,0,78,1,72,59,81,82,75.0,0
17.0,33,36,25.0,25,26,41,90,0,90,1,76,80,86,81,76.0,0
18.0,34,36,25.0,25,26,41,90,1,90,1,76,80,86,81,76.0,0
19.0,35,33,30.0,25,26,41,88,1,88,1,76,80,84,80,76.0,0
17.0,29,68,68.0,68,67,68,56,0,57,0,15,30,65,20,22.0,0
18.0,30,68,67.0,67,65,71,58,0,57,0,15,30,66,25,23.0,0
19.0,31,69,68.0,67,65,71,60,0,60,0,15,30,66,25,22.0,0
20.0,32,64,66.0,67,65,69,58,0,55,0,15,30,62,25,22.0,0
21.0,33,64,67.0,68,67,70,60,0,60,0,15,30,62,25,22.0,0
17.0,32,70,68.0,70,66,64,70,0,72,1,61,59,73,68,65.0,0
18.0,33,70,68.0,70,66,64,70,0,72,1,61,59,73,70,66.0,0
19.0,34,70,68.0,70,66,64,70,0,72,1,61,59,73,70,66.0,0
17.0,31,53,51.0,56,50,45,58,0,64,1,56,59,68,66,58.0,0
17.0,31,82,82.0,83,79,81,49,0,63,0,51,37,73,54,58.0,0
18.0,32,82,82.0,83,79,81,49,0,63,0,51,37,73,54,58.0,0
17.0,31,63,63.0,66,64,64,64,0,65,1,64,62,64,70,66.0,0
18.0,32,63,61.0,62,64,64,64,0,65,1,59,62,64,66,61.0,0
19.0,33,63,65.0,62,64,64,64,0,65,1,59,62,64,66,61.0,0
20.0,34,63,65.0,62,64,64,64,0,65,1,59,62,64,66,61.0,0
21.0,35,71,67.0,62,64,64,64,0,65,1,59,62,64,64,61.0,0
17.0,31,74,75.0,76,70,76,46,0,56,0,30,28,58,37,33.0,0
17.0,31,54,54.0,55,53,57,57,0,58,1,55,45,62,58,57.0,0
18.0,32,58,55.0,54,53,57,60,0,62,1,55,43,65,56,57.0,0
17.0,29,59,55.0,61,52,55,74,0,70,1,59,55,67,67,62.0,1
17.0,32,31,35.0,35,29,68,73,1,73,1,68,69,74,65,70.0,0
17.0,29,34,34.0,28,21,66,83,0,79,1,66,67,72,72,73.0,1
18.0,30,34,34.0,28,21,69,82,1,78,1,66,67,71,71,73.0,1
19.0,31,34,36.0,28,21,71,82,1,79,1,77,67,71,77,79.0,0
17.0,30,75,80.0,81,82,84,55,0,64,0,52,56,78,41,61.0,0
18.0,31,73,76.0,77,78,81,55,0,64,0,52,56,78,41,61.0,0
19.0,32,73,76.0,79,80,81,55,0,64,0,52,56,80,41,61.0,0
17.0,31,66,70.0,72,70,65,58,0,73,0,53,69,74,63,64.0,0
18.0,32,66,70.0,72,70,65,58,0,73,0,53,69,72,63,64.0,0
19.0,33,70,69.0,72,69,65,58,0,67,0,53,69,66,52,62.0,0
17.0,30,35,53.0,60,49,55,76,1,78,1,70,72,78,57,71.0,0
18.0,31,35,53.0,60,49,55,75,1,77,1,70,72,77,57,71.0,0
17.0,32,73,70.0,74,67,53,68,0,72,1,53,51,70,58,60.0,0
18.0,33,73,70.0,74,67,53,68,0,73,1,53,51,70,59,60.0,0
17.0,30,83,84.0,85,83,77,54,0,67,0,27,31,71,30,41.0,0
18.0,31,83,84.0,85,83,77,54,0,67,0,27,31,71,30,41.0,0
19.0,32,86,86.0,87,85,77,59,0,71,0,27,31,74,30,41.0,0
20.0,33,86,86.0,87,85,77,59,0,71,0,27,31,74,30,41.0,0
21.0,34,86,86.0,87,85,77,59,0,71,0,27,31,74,30,41.0,0
17.0,30,49,55.0,59,53,68,69,1,67,1,68,59,66,69,67.0,0
18.0,33,46,40.0,39,21,60,79,1,78,1,64,55,86,68,67.0,0
17.0,28,75,74.0,77,73,68,66,0,76,1,55,52,76,62,56.0,0
17.0,30,65,66.0,68,68,63,60,0,65,0,52,61,66,56,58.0,0
18.0,31,65,66.0,68,68,63,60,0,65,0,52,61,66,56,58.0,0
19.0,32,65,67.0,68,68,63,60,0,65,0,52,61,66,56,58.0,0
17.0,29,56,52.0,53,51,60,72,0,68,1,65,68,70,68,68.0,0
