fifa_version,age,physic,mentality_aggression,mentality_interceptions,power_stamina,power_strength,defending_marking_awareness,power_jumping,defending_standing_tackle,defending_sliding_tackle,attacking_heading_accuracy,mentality_composure,movement_reactions,skill_long_passing,skill_dribbling,skill_fk_accuracy,skill_ball_control,attacking_crossing,power_shot_power,attacking_finishing,skill_curve,movement_balance,attacking_volleys,power_long_shots,mentality_vision,mentality_penalties,movement_agility,big_potential
18.0,35,85.0,90,69,69,91,78,93,77,70,79,82.0,70,75,68,80,70,67,83,62,77,63,60,78,58,75,68,0
17.0,31,72.0,68,50,76,72,56,65,62,60,61,68.0,66,62,58,55,65,58,59,52,55,58,61,58,74,40,72,0
17.0,30,70.0,55,56,81,70,57,80,58,55,64,54.0,64,53,54,48,53,56,49,13,53,76,18,19,55,29,77,0
18.0,33,63.0,49,42,68,67,35,63,29,20,62,65.0,70,54,68,44,69,59,60,75,68,66,60,57,60,71,74,1
17.0,30,76.0,71,72,91,71,67,64,68,70,69,86.0,84,82,77,79,78,86,87,68,81,73,79,81,78,81,71,0
18.0,31,78.0,79,76,91,73,76,64,77,79,69,86.0,84,81,77,77,78,85,85,66,81,73,76,77,77,83,72,0
19.0,32,78.0,81,77,91,71,71,62,78,79,66,86.0,84,81,76,75,79,86,82,62,81,73,76,70,79,83,69,0
20.0,33,78.0,85,79,90,70,77,62,80,79,66,86.0,84,81,77,75,80,86,82,62,81,73,76,70,79,88,69,0
21.0,34,77.0,85,79,87,70,77,62,80,79,66,86.0,84,81,77,75,80,86,82,62,81,73,76,70,79,89,70,0
17.0,30,71.0,67,73,77,69,65,70,68,62,64,70.0,74,73,71,74,75,67,85,56,68,68,75,79,72,68,68,0
18.0,31,75.0,78,69,84,71,64,59,70,69,62,79.0,80,74,78,70,78,75,86,69,79,68,75,81,77,68,68,0
19.0,32,73.0,78,69,77,70,78,59,70,69,66,79.0,79,74,77,70,78,75,86,70,79,68,75,80,77,68,68,0
17.0,30,79.0,63,23,72,89,17,71,42,18,72,62.0,56,43,60,35,68,39,73,67,44,41,65,61,60,64,65,0
17.0,29,73.0,68,75,81,71,69,72,77,76,61,61.0,70,66,70,59,67,54,59,53,58,68,45,60,51,57,69,0
18.0,30,73.0,68,75,80,71,69,73,77,76,61,61.0,70,66,70,59,67,54,59,53,58,68,45,60,51,57,69,0
17.0,32,79.0,70,62,82,83,65,62,74,70,57,69.0,73,61,51,63,63,59,51,22,52,55,18,49,54,22,73,0
18.0,33,79.0,70,63,81,84,59,64,74,70,57,69.0,70,60,51,63,63,59,51,22,52,55,18,47,54,22,73,0
19.0,34,74.0,68,61,74,78,64,67,67,63,57,69.0,61,60,52,63,58,63,51,22,56,55,18,47,54,22,67,0
20.0,35,76.0,68,63,80,78,63,66,67,63,58,71.0,62,62,54,64,61,66,51,22,59,55,18,47,56,22,67,0
21.0,36,76.0,68,63,80,78,63,66,67,63,58,71.0,62,62,54,64,61,66,51,22,59,55,18,47,56,22,67,0
21.0,37,75.0,72,70,64,82,63,72,76,78,78,83.0,71,20,61,35,66,47,54,38,32,58,35,42,44,48,54,0
17.0,31,85.0,90,88,69,91,92,89,92,90,80,78.0,78,55,56,31,55,56,78,33,60,69,45,49,50,50,61,0
18.0,32,85.0,92,88,68,91,92,89,92,90,84,82.0,82,59,58,31,57,58,78,33,60,64,45,49,50,50,59,0
19.0,33,82.0,92,88,61,87,93,89,93,90,84,84.0,82,59,58,31,57,58,78,33,60,55,45,49,50,50,54,0
20.0,34,82.0,91,88,59,89,94,89,91,89,83,84.0,82,65,59,31,61,54,78,33,60,57,45,49,50,50,57,0
21.0,35,79.0,90,88,54,87,94,87,90,88,83,84.0,82,65,59,31,61,54,78,33,60,57,45,49,50,50,57,0
17.0,34,68.0,80,76,53,69,79,77,74,76,62,73.0,78,72,65,70,73,67,79,47,57,67,41,70,69,70,75,0
18.0,35,74.0,80,76,73,71,79,77,76,77,65,73.0,78,74,65,70,74,67,79,47,57,67,41,70,69,70,75,0
19.0,36,78.0,84,78,77,76,80,79,79,77,62,79.0,76,79,62,66,76,67,77,47,57,71,41,66,71,70,75,0
17.0,29,64.0,62,31,75,62,15,46,22,20,46,79.0,80,79,87,79,86,82,85,75,86,77,75,83,80,72,92,0
18.0,30,64.0,62,31,74,62,15,39,22,20,46,79.0,80,79,87,79,86,82,85,75,86,77,75,83,80,72,92,0
19.0,31,62.0,61,31,69,62,51,39,22,20,46,79.0,78,77,86,79,86,77,85,70,86,77,75,83,77,72,92,0
20.0,32,62.0,79,31,66,56,53,35,22,20,62,84.0,75,77,88,80,87,80,85,68,86,78,75,83,78,70,85,0
21.0,33,67.0,79,31,66,65,53,35,22,20,62,84.0,77,77,86,80,86,80,85,70,86,78,75,83,76,70,85,0
17.0,36,76.0,81,69,66,80,69,75,70,69,67,73.0,69,71,62,62,68,72,74,45,54,70,50,69,61,62,56,0
17.0,33,79.0,81,81,55,91,81,70,80,76,76,75.0,70,56,52,27,60,20,47,14,24,34,28,32,25,46,31,0
17.0,31,65.0,34,35,75,71,22,70,23,22,67,72.0,72,45,75,52,72,56,71,73,62,64,73,68,71,82,79,0
18.0,32,65.0,34,35,74,72,22,72,23,22,67,72.0,70,45,70,52,72,56,71,72,62,64,72,68,71,75,79,0
17.0,30,77.0,78,76,78,77,75,76,77,76,76,68.0,74,72,68,81,74,88,83,57,86,60,70,79,72,68,66,0
18.0,31,77.0,78,76,79,75,74,76,77,77,76,70.0,75,75,70,78,75,83,83,57,86,60,70,79,73,68,66,0
19.0,32,71.0,77,77,66,71,74,74,78,76,74,70.0,77,76,70,77,74,83,83,57,86,59,72,75,73,68,61,0
17.0,33,60.0,65,27,55,62,22,51,30,25,69,62.0,65,59,61,63,61,53,66,63,67,49,64,64,70,71,56,0
17.0,32,78.0,72,74,76,82,77,76,74,77,76,72.0,70,65,58,21,61,42,61,32,42,49,37,34,45,31,56,0
17.0,31,65.0,61,38,78,62,31,54,51,41,40,67.0,62,65,72,67,66,77,61,59,73,79,59,69,64,56,78,0
17.0,30,81.0,81,78,68,88,86,73,90,87,84,85.0,84,66,64,52,68,61,76,45,61,42,46,55,59,63,60,0
17.0,35,70.0,72,44,30,88,28,79,36,39,77,75.0,72,57,65,64,68,52,80,73,64,52,67,71,64,75,55,0
19.0,37,71.0,75,44,30,89,40,86,39,37,80,74.0,72,57,64,61,65,52,67,70,64,52,66,71,66,75,54,0
17.0,32,76.0,83,84,76,72,77,78,75,74,73,62.0,72,72,58,64,67,71,75,58,65,77,63,62,55,72,67,0
18.0,33,77.0,81,75,80,74,74,81,75,74,73,67.0,72,62,58,50,67,64,64,49,61,77,53,51,55,53,66,0
19.0,34,79.0,82,76,79,77,76,83,76,78,74,69.0,73,70,58,50,67,58,62,36,61,77,40,41,55,53,65,0
17.0,32,72.0,74,68,60,80,67,52,72,66,73,65.0,54,57,46,12,53,42,52,21,38,49,26,19,35,24,34,0
17.0,36,65.0,68,68,39,76,70,68,69,66,60,79.0,75,75,70,86,75,80,77,71,82,61,64,72,79,82,63,0
18.0,37,70.0,68,68,62,75,65,68,68,66,60,79.0,75,74,69,86,73,78,75,67,82,61,64,71,77,82,64,0
17.0,34,59.0,50,13,60,64,13,47,20,14,71,67.0,75,60,73,68,75,53,77,76,71,78,75,68,65,82,78,0
18.0,35,58.0,50,13,55,64,13,41,20,14,68,67.0,75,60,70,68,70,53,77,72,71,78,75,69,65,78,78,0
17.0,36,74.0,73,70,55,83,72,79,75,80,84,70.0,67,60,52,48,57,55,66,29,56,60,59,56,55,63,60,0
18.0,37,72.0,71,70,55,81,72,79,70,73,80,70.0,67,60,52,48,57,55,66,29,56,60,59,56,55,63,60,0
17.0,30,78.0,73,65,77,80,73,83,74,74,72,57.0,66,48,55,17,57,55,57,33,27,69,25,40,50,34,71,0
18.0,31,78.0,73,72,77,80,71,84,71,72,73,57.0,66,48,55,17,58,57,57,33,27,69,25,40,50,34,71,0
19.0,32,71.0,67,71,54,80,67,83,65,66,68,57.0,66,48,55,17,63,57,57,29,27,69,25,40,48,34,63,0
17.0,31,79.0,80,63,71,83,72,83,70,64,75,61.0,63,59,23,20,48,30,66,33,19,48,30,15,48,45,47,0
18.0,32,75.0,80,64,61,80,71,80,68,64,73,61.0,63,56,23,20,48,30,66,33,19,48,30,15,48,45,47,0
17.0,32,79.0,70,62,73,85,67,84,64,66,67,54.0,58,48,35,27,52,41,48,33,17,58,52,25,47,38,54,0
18.0,33,74.0,70,59,72,76,64,71,65,64,65,52.0,58,48,35,27,52,41,48,33,17,59,52,25,47,38,55,0
17.0,33,74.0,62,31,84,73,33,91,32,27,76,75.0,64,51,64,48,67,44,68,65,49,71,55,53,68,63,74,0
17.0,30,78.0,77,75,75,80,80,78,82,77,78,74.0,75,73,56,34,70,52,67,38,48,56,34,56,60,44,61,0
18.0,31,76.0,77,75,70,78,78,76,81,77,78,70.0,75,73,56,34,70,52,67,38,48,54,34,56,60,44,61,0
17.0,34,79.0,84,63,73,79,60,86,70,72,43,66.0,75,62,54,62,65,68,68,28,60,72,50,59,56,41,59,0
17.0,29,73.0,74,73,73,74,59,54,72,62,49,75.0,68,81,64,81,73,71,80,62,83,68,69,73,73,83,56,0
17.0,31,77.0,82,68,82,74,66,56,72,58,42,71.0,61,83,64,73,67,62,75,56,72,68,49,64,73,51,66,0
18.0,32,77.0,76,70,81,76,66,66,72,65,42,82.0,69,80,68,70,73,64,75,56,72,71,55,64,78,64,70,0
19.0,33,75.0,71,71,78,76,70,68,73,65,42,82.0,70,75,65,70,72,64,75,54,72,71,55,62,78,64,68,0
20.0,34,72.0,70,70,75,72,72,70,68,62,42,79.0,65,71,65,70,70,64,75,54,72,71,55,62,75,64,66,0
21.0,35,72.0,70,70,77,71,72,71,68,62,42,77.0,65,71,65,70,69,64,75,54,72,72,55,62,73,64,64,0
17.0,34,65.0,78,69,56,66,69,55,69,67,65,65.0,67,72,70,61,72,67,62,56,55,69,52,57,68,60,68,1
17.0,33,72.0,57,59,82,73,25,77,55,24,76,77.0,75,67,75,73,77,68,77,78,76,79,74,75,72,84,82,0
18.0,34,71.0,57,59,76,73,25,80,55,24,76,79.0,76,68,76,73,80,66,77,77,76,79,74,75,71,84,82,0
19.0,35,72.0,57,59,77,75,25,84,55,24,76,79.0,74,68,76,73,80,66,77,77,76,80,74,75,71,79,84,0
20.0,36,70.0,61,52,65,76,35,79,58,34,79,86.0,77,71,79,73,82,66,82,86,78,79,74,75,75,85,77,0
21.0,37,69.0,61,52,60,76,35,77,58,34,79,86.0,76,71,76,73,80,66,82,81,78,73,74,75,75,85,76,0
17.0,34,63.0,68,65,70,56,70,76,73,72,58,61.0,68,66,67,47,75,55,65,33,53,68,56,48,59,61,71,0
17.0,32,80.0,89,92,86,74,84,75,87,85,68,86.0,83,75,58,50,82,63,76,42,63,78,51,55,68,60,71,0
18.0,33,77.0,88,88,76,74,81,75,83,82,68,86.0,83,75,58,50,80,63,76,42,63,78,51,55,68,60,72,0
17.0,34,68.0,64,64,69,68,59,70,55,58,49,67.0,68,73,73,73,75,72,68,59,70,67,62,69,74,63,64,0
17.0,31,73.0,81,71,61,75,74,82,74,69,78,72.0,76,51,49,38,64,50,52,35,43,70,40,27,41,41,36,0
18.0,32,73.0,81,68,60,76,73,79,72,64,75,70.0,71,51,49,38,58,50,52,35,43,68,40,27,41,41,36,0
19.0,33,70.0,81,68,47,76,74,81,72,62,73,70.0,68,53,46,38,58,50,52,35,43,65,40,27,41,41,31,1
17.0,32,77.0,80,86,66,80,84,86,86,82,86,76.0,80,76,62,46,72,38,68,44,50,60,22,36,64,74,64,0
17.0,31,83.0,88,86,85,79,86,84,85,84,76,70.0,86,64,73,66,76,75,66,49,68,66,53,57,66,64,71,0
17.0,37,64.0,80,72,44,67,76,75,75,77,70,59.0,76,62,60,52,69,65,58,47,48,76,61,69,62,70,69,0
17.0,32,61.0,55,68,39,75,72,61,65,59,63,84.0,75,72,79,68,78,71,80,63,67,49,58,73,69,71,53,0
18.0,33,69.0,55,65,68,75,71,63,71,59,63,84.0,71,71,75,68,77,73,77,63,67,52,58,71,71,71,58,0
17.0,35,77.0,86,71,59,82,73,82,74,72,71,70.0,62,65,45,64,56,44,67,34,58,56,50,40,62,58,63,0
18.0,36,77.0,86,71,59,82,73,82,74,72,71,70.0,62,65,45,64,56,44,67,34,58,56,50,40,62,58,63,0
17.0,33,73.0,68,59,74,75,59,71,70,62,58,71.0,69,77,72,59,74,64,75,69,74,58,65,68,76,41,68,0
18.0,33,60.0,46,51,68,62,57,54,49,44,56,72.0,73,76,77,76,78,76,74,68,82,72,66,76,77,73,82,0
19.0,34,63.0,46,55,73,66,32,52,51,48,56,71.0,71,78,78,77,79,77,77,71,82,68,66,77,79,75,87,0
20.0,35,60.0,44,55,65,66,50,48,51,46,55,74.0,75,79,78,78,78,78,81,73,83,66,67,79,81,75,75,0
17.0,32,80.0,86,34,79,79,39,72,51,50,58,90.0,88,70,85,78,86,73,86,84,79,88,82,81,78,77,82,0
17.0,34,61.0,72,71,80,45,67,73,63,65,68,63.0,72,67,70,68,68,71,60,35,69,79,41,51,65,63,77,0
18.0,35,58.0,71,69,70,45,67,71,63,66,64,63.0,70,65,66,60,65,70,60,35,69,75,41,51,65,58,75,0
17.0,28,58.0,56,40,78,48,24,70,30,34,36,72.0,76,66,85,69,85,79,69,69,76,94,72,76,76,65,92,1
18.0,29,58.0,56,40,78,48,24,70,30,34,36,84.0,83,72,89,71,87,82,76,78,78,94,72,78,85,71,92,0
19.0,30,57.0,56,40,75,48,50,70,30,34,38,84.0,83,74,89,79,87,82,76,76,79,94,72,79,85,72,92,0
20.0,31,55.0,56,40,70,46,50,70,30,34,38,84.0,81,74,85,79,85,81,76,79,79,94,72,79,85,72,92,0
17.0,31,71.0,69,61,82,69,55,52,65,62,50,78.0,75,80,80,85,82,82,79,72,86,77,77,73,83,75,78,0
18.0,32,68.0,69,60,73,67,52,47,64,60,50,78.0,74,78,83,85,83,78,79,62,86,77,77,76,82,75,75,0
19.0,33,66.0,69,60,70,65,65,47,60,60,50,78.0,75,76,82,85,82,78,79,60,86,76,77,74,78,75,74,0
20.0,34,65.0,69,65,67,65,65,45,65,60,50,79.0,76,80,82,85,82,79,79,60,86,75,77,74,81,74,73,0
21.0,35,65.0,69,70,66,65,68,45,70,60,50,80.0,77,81,80,85,82,80,80,61,86,75,77,77,82,73,73,0
17.0,32,67.0,73,69,63,67,45,67,65,49,58,82.0,74,78,79,80,80,77,83,66,85,74,75,80,82,80,78,0
18.0,33,69.0,73,69,65,70,45,67,65,59,58,85.0,80,78,79,82,80,81,83,69,85,74,75,80,86,75,78,0
19.0,34,71.0,73,69,67,72,68,69,65,59,58,81.0,80,78,76,79,78,77,83,66,82,74,75,80,84,75,79,0
17.0,31,72.0,74,76,85,65,75,78,80,77,60,78.0,78,68,79,48,77,78,70,58,65,82,57,65,72,67,82,0
18.0,32,71.0,74,76,81,65,75,78,78,75,60,78.0,78,68,79,48,77,78,70,58,65,82,57,65,72,67,79,0
19.0,33,70.0,74,75,77,65,72,78,78,73,60,78.0,78,68,78,48,75,77,70,58,65,80,57,65,72,67,78,0
17.0,29,73.0,80,61,74,70,54,79,63,65,70,83.0,81,81,87,64,88,82,73,72,81,77,80,77,86,73,86,0
18.0,30,72.0,80,61,69,70,54,78,63,65,70,83.0,80,80,85,64,86,82,73,71,81,76,80,76,83,73,82,0
19.0,31,71.0,80,61,65,70,69,78,63,60,65,83.0,75,79,80,64,81,78,75,71,79,76,78,75,81,73,82,0
17.0,29,68.0,61,71,82,64,66,60,71,70,40,67.0,66,67,66,33,63,62,48,41,47,63,34,39,55,48,72,0
18.0,30,67.0,61,69,81,63,66,60,71,67,40,67.0,66,67,66,33,61,62,48,41,47,63,34,39,55,48,72,0
17.0,34,79.0,86,76,66,87,76,33,78,74,80,71.0,68,45,46,38,60,31,42,32,32,32,23,25,31,36,34,0
17.0,24,67.0,59,32,78,64,19,76,35,17,70,73.0,74,71,82,78,78,72,81,76,83,84,75,79,75,75,84,0
18.0,25,67.0,59,32,78,64,19,76,35,17,67,65.0,71,67,82,78,78,68,81,71,83,84,74,72,68,75,84,0
19.0,26,64.0,59,32,67,64,39,74,35,17,67,65.0,71,66,76,72,75,65,77,71,83,78,74,72,67,75,79,0
20.0,27,64.0,59,32,67,64,39,74,35,17,64,65.0,69,66,72,72,72,65,77,69,78,78,74,72,67,75,76,0
21.0,28,64.0,59,32,66,64,39,74,35,17,64,65.0,69,66,72,72,72,65,77,69,78,78,74,72,67,71,76,0
17.0,30,66.0,68,65,73,62,62,71,64,64,64,66.0,66,65,70,64,69,64,75,69,70,76,68,67,66,55,69,0
17.0,32,75.0,80,67,78,71,69,80,73,76,52,64.0,70,62,66,45,67,67,69,27,55,74,22,61,63,25,75,0
18.0,33,76.0,78,66,80,73,67,79,71,73,52,64.0,65,59,65,45,66,65,68,27,55,73,22,61,63,25,73,0
17.0,32,65.0,57,39,56,71,18,74,26,22,63,66.0,66,44,65,59,66,50,71,65,57,75,67,59,59,66,70,0
18.0,33,64.0,57,39,55,71,22,74,26,22,61,66.0,66,44,65,59,66,50,70,64,57,75,63,59,59,66,70,0
17.0,25,65.0,60,66,82,58,65,62,73,72,55,65.0,70,70,74,78,75,83,78,60,82,77,72,70,70,63,78,0
18.0,26,65.0,60,66,82,58,65,62,73,72,55,65.0,70,70,74,78,75,83,78,60,82,77,72,70,70,63,78,0
19.0,27,63.0,60,64,76,58,65,62,70,69,55,65.0,69,67,70,75,70,75,74,60,76,75,72,68,68,63,74,0
17.0,29,53.0,57,29,54,48,23,82,29,22,49,63.0,63,65,74,70,74,71,73,63,73,92,53,67,70,43,89,0
17.0,30,71.0,69,71,78,68,78,68,79,79,63,74.0,78,78,79,71,81,82,76,50,79,72,47,50,72,65,73,0
18.0,31,70.0,69,71,77,68,79,68,80,79,63,74.0,77,76,76,71,80,82,76,56,79,72,50,65,72,65,73,0
19.0,32,69.0,69,73,73,67,69,68,77,73,63,74.0,78,73,73,60,77,78,76,56,77,69,50,65,72,65,72,0
20.0,33,70.0,72,77,75,67,72,68,77,73,64,75.0,78,70,73,60,76,78,75,56,76,69,50,64,73,65,68,0
21.0,34,70.0,72,77,73,67,75,68,74,73,66,75.0,78,70,73,60,76,79,75,56,76,70,50,64,73,65,67,0
17.0,31,67.0,66,53,76,63,29,71,42,31,63,79.0,84,77,87,73,83,73,77,81,80,83,75,78,83,72,84,0
17.0,29,73.0,75,69,77,72,57,63,68,64,52,52.0,58,66,58,55,62,46,49,32,46,51,48,47,64,48,63,0
18.0,30,73.0,75,69,77,72,57,63,68,64,52,58.0,58,66,58,55,62,46,49,32,46,51,48,47,64,48,63,0
19.0,31,73.0,75,67,74,72,64,64,66,64,52,58.0,58,64,58,55,62,46,49,32,46,49,48,47,64,48,65,0
20.0,32,73.0,75,67,75,72,64,66,66,64,52,58.0,58,64,58,55,62,46,49,32,46,50,48,47,64,48,65,0
17.0,33,76.0,76,73,73,79,54,70,72,61,56,81.0,67,66,58,41,71,67,77,56,46,60,34,65,66,51,66,0
17.0,26,73.0,70,68,64,77,72,83,70,63,71,55.0,63,47,36,34,50,40,42,35,37,53,36,34,46,40,48,0
17.0,30,71.0,73,76,83,63,74,78,75,79,58,64.0,72,67,65,42,74,77,62,43,40,80,36,36,58,44,73,0
17.0,33,78.0,78,75,83,76,69,78,73,59,59,75.0,65,59,49,50,74,58,69,29,42,67,31,65,63,53,59,0
18.0,34,77.0,78,75,74,78,69,80,73,59,59,75.0,65,59,49,50,74,58,69,29,42,67,31,65,63,53,58,0
19.0,35,78.0,78,75,75,80,70,82,73,59,59,75.0,65,71,49,50,74,58,69,29,42,67,31,65,63,53,59,0
17.0,31,77.0,72,79,83,76,59,79,83,74,55,82.0,82,77,62,63,75,55,80,59,54,73,53,57,76,60,68,0
18.0,32,75.0,72,79,73,76,58,79,79,74,55,82.0,82,73,60,63,73,55,80,59,52,73,53,58,76,60,68,0
19.0,33,76.0,72,78,79,76,69,79,77,75,58,82.0,80,76,62,63,70,55,80,61,52,73,53,64,77,60,68,0
20.0,34,77.0,74,78,78,77,69,77,77,71,58,76.0,77,72,62,63,70,55,80,61,52,73,53,64,75,60,68,0
21.0,35,77.0,74,78,78,78,69,79,77,71,58,76.0,77,72,65,63,72,55,80,73,52,73,53,67,75,60,67,0
17.0,30,78.0,78,32,61,87,36,76,34,32,82,67.0,76,66,72,69,79,53,84,80,68,55,81,77,64,80,68,0
18.0,31,79.0,78,32,63,87,36,81,34,32,83,69.0,75,66,71,70,75,50,85,80,68,60,80,77,66,80,67,0
19.0,32,78.0,78,28,63,86,33,82,31,30,83,70.0,75,63,71,68,72,45,84,78,65,60,78,77,68,80,67,0
21.0,34,78.0,77,28,63,86,33,82,31,30,82,70.0,74,63,70,68,71,45,83,77,65,60,77,76,68,80,67,0
17.0,32,80.0,85,83,82,77,71,70,82,80,60,86.0,82,75,62,62,74,59,72,54,70,60,53,64,69,60,64,0
18.0,33,78.0,87,83,73,77,75,70,83,81,60,86.0,82,74,62,62,74,59,72,54,70,60,53,64,72,60,64,0
17.0,31,63.0,59,53,74,61,38,39,46,36,42,66.0,59,80,69,81,75,82,83,65,84,60,70,76,68,75,70,0
17.0,30,50.0,50,33,79,34,27,62,20,26,47,70.0,77,74,83,46,81,79,75,66,80,87,79,74,76,56,87,1
18.0,31,50.0,50,33,79,34,27,62,20,26,47,70.0,77,69,81,46,79,77,75,58,80,87,75,70,73,56,87,1
19.0,32,52.0,63,69,76,35,62,65,58,59,55,70.0,75,73,80,46,80,80,75,62,82,87,75,70,73,56,87,1
20.0,33,53.0,68,75,78,33,70,63,68,69,58,78.0,81,75,83,46,82,83,75,66,82,85,75,70,77,56,84,1
21.0,34,58.0,75,83,81,39,81,63,78,80,75,81.0,84,75,84,46,83,83,75,66,82,84,75,70,80,56,81,0
17.0,31,64.0,64,55,72,60,56,71,62,48,58,88.0,85,84,86,78,87,85,78,77,86,91,72,82,85,80,85,0
18.0,32,63.0,64,65,68,59,58,70,64,52,58,88.0,82,83,85,78,87,85,77,75,86,91,72,78,86,80,79,0
17.0,31,79.0,84,81,65,85,74,62,82,71,72,66.0,68,76,53,77,65,66,76,54,67,54,59,66,50,65,53,0
17.0,31,68.0,73,41,58,70,33,76,41,38,78,79.0,78,58,74,65,80,74,83,79,75,63,82,74,78,80,68,0
18.0,32,67.0,73,41,54,70,33,76,41,38,78,79.0,79,58,71,65,79,74,79,78,70,64,81,71,78,79,65,0
19.0,33,67.0,73,41,55,70,38,80,41,38,78,79.0,79,58,74,68,79,66,79,78,70,64,81,71,78,79,65,0
20.0,34,68.0,73,41,55,71,38,76,41,38,77,76.0,74,58,72,66,76,66,78,79,70,63,81,71,75,79,65,0
17.0,23,75.0,64,65,78,80,43,56,71,57,55,52.0,61,73,63,26,68,56,77,49,60,38,39,61,72,57,52,1
18.0,24,75.0,64,70,77,80,69,55,73,67,55,61.0,61,73,64,28,70,56,77,49,60,48,40,61,72,57,57,1
19.0,25,74.0,67,71,75,79,58,50,74,70,55,68.0,67,75,64,28,74,56,77,56,60,41,40,61,74,57,56,0
20.0,26,75.0,67,72,73,80,64,57,74,70,70,68.0,72,77,64,28,76,56,77,56,60,37,40,61,75,57,50,0
21.0,27,75.0,58,78,77,82,67,61,79,72,70,66.0,79,77,68,28,76,56,77,60,60,43,40,63,75,57,50,1
17.0,33,76.0,80,74,75,74,80,82,75,77,65,72.0,78,66,66,55,75,65,72,38,65,68,46,59,56,38,67,0
18.0,34,77.0,80,73,64,82,80,82,74,76,67,72.0,76,66,64,55,73,65,72,38,65,69,46,59,56,38,64,1
19.0,35,77.0,79,74,67,81,79,81,73,72,72,50.0,74,66,61,55,63,65,71,38,65,67,46,59,58,38,65,1
20.0,36,77.0,83,78,67,80,79,81,77,74,74,69.0,75,70,67,55,68,66,73,41,65,67,48,59,58,54,65,0
18.0,33,67.0,78,76,55,69,70,72,66,67,72,53.0,60,52,32,27,53,39,37,22,22,57,43,23,52,34,71,0
17.0,33,59.0,70,45,56,55,35,69,42,40,55,80.0,80,64,81,72,78,78,72,71,81,82,68,73,75,89,72,0
18.0,34,58.0,65,45,57,55,35,69,42,40,55,81.0,80,64,82,72,80,78,73,72,81,82,68,73,76,89,72,0
20.0,34,75.0,71,67,76,75,64,77,68,68,67,70.0,65,59,59,43,55,66,47,35,57,55,49,47,51,66,72,0
17.0,30,77.0,85,75,91,65,73,91,77,74,69,72.0,76,73,71,45,71,61,69,50,54,83,61,68,68,58,78,0
20.0,33,71.0,79,69,74,64,67,88,68,66,69,70.0,72,67,60,45,64,61,69,50,54,77,59,63,62,58,69,0
17.0,31,70.0,84,42,66,66,38,75,43,39,36,63.0,68,66,72,62,68,69,70,61,67,81,65,68,67,55,77,0
17.0,34,68.0,68,75,80,62,73,68,71,70,64,71.0,66,72,59,72,68,69,71,39,64,62,29,69,61,78,60,0
17.0,32,77.0,71,71,81,78,69,80,68,67,66,68.0,75,68,61,76,67,76,85,45,84,65,58,65,67,62,73,0
18.0,33,78.0,75,71,78,78,68,80,68,67,66,68.0,75,68,61,76,67,73,85,45,80,64,58,65,67,62,74,0
19.0,34,75.0,75,69,72,76,63,76,68,67,65,68.0,75,68,61,73,67,72,84,45,80,64,58,65,67,62,72,0
20.0,35,75.0,76,69,72,76,63,76,68,67,65,68.0,75,68,61,74,67,72,84,58,80,64,58,67,67,62,72,0
21.0,36,72.0,72,66,70,72,66,74,65,65,63,68.0,73,68,62,74,68,73,79,58,80,64,58,67,67,62,70,0
17.0,34,77.0,78,51,60,85,59,84,61,63,79,71.0,61,60,51,23,58,59,76,53,45,59,67,45,50,56,58,0
17.0,30,71.0,74,74,66,72,55,77,68,64,45,70.0,74,66,53,49,68,40,67,35,58,70,44,56,60,50,66,0
17.0,32,73.0,69,27,68,77,20,77,33,23,83,87.0,83,44,69,64,75,63,84,85,73,62,86,78,61,56,65,0
18.0,33,72.0,69,27,60,79,20,77,33,23,78,83.0,78,44,67,64,75,63,80,80,73,62,81,73,61,56,54,0
17.0,32,72.0,69,81,78,70,79,78,78,81,63,69.0,75,68,72,49,71,78,66,42,62,73,33,52,60,86,71,0
17.0,32,75.0,70,75,75,76,71,75,75,77,64,75.0,71,65,73,44,69,77,69,33,67,72,53,59,57,63,69,0
17.0,34,78.0,72,67,79,78,65,87,75,75,74,78.0,76,72,70,55,77,77,75,67,71,67,79,69,58,57,74,0
18.0,35,76.0,72,67,78,76,65,89,75,75,74,78.0,76,72,70,55,77,77,75,67,71,67,79,69,58,57,73,0
17.0,31,74.0,79,79,74,74,72,55,77,74,61,69.0,72,76,58,61,74,61,72,45,62,64,60,66,70,57,64,0
18.0,32,74.0,84,79,72,72,72,55,77,74,61,78.0,72,76,58,61,74,61,72,45,62,64,60,66,70,57,63,0
19.0,33,72.0,84,79,69,71,78,55,76,74,61,80.0,72,73,58,61,72,61,70,45,62,64,60,66,70,57,63,0
17.0,34,73.0,72,59,55,85,60,52,63,61,59,58.0,50,34,19,16,43,19,45,22,20,33,29,19,31,25,29,0
18.0,35,68.0,72,59,32,88,60,33,63,61,59,58.0,50,32,19,16,43,19,45,22,20,33,29,19,31,25,29,0
17.0,32,73.0,63,64,65,82,58,71,63,57,63,54.0,56,46,38,31,45,41,45,35,32,49,26,26,45,34,43,0
17.0,34,49.0,39,35,64,48,44,33,54,45,43,70.0,74,73,75,67,80,73,70,66,65,85,62,69,81,77,78,0
18.0,35,51.0,39,35,62,53,28,33,54,36,43,73.0,71,76,82,67,82,76,71,67,65,88,62,68,81,77,79,0
17.0,33,79.0,78,43,71,85,20,71,24,22,81,70.0,67,55,64,53,72,60,77,73,63,62,65,71,58,77,64,0
